"","DEGREE","PEOCNTCT","STRESS","SLPPRBLM","WKSMOOTH","UNEMP","SATFIN","CLASS_","SATJOB","WEEKSWRK","LIFE","HEALTH","HAPPY","RINCOME","INCOM16","SEXFREQ","SOCBAR","AGE"
"1270",1,3,4,2,1,2,3,2,1,52,NA,NA,2,9,3,5,2,22
"1271",1,3,3,2,3,2,1,3,1,52,1,1,1,12,4,1,NA,47
"1272",1,NA,3,3,2,NA,1,2,2,52,2,2,2,12,2,2,NA,67
"1273",1,NA,1,2,3,1,2,2,2,52,2,2,2,4,2,1,NA,20
"1274",3,1,NA,NA,NA,1,2,3,1,52,NA,NA,2,12,4,6,NA,45
"1275",1,1,NA,NA,NA,2,2,3,1,52,2,2,1,10,3,1,NA,37
"1276",1,3,3,3,2,1,2,2,1,52,1,2,1,12,1,2,NA,57
"1277",1,NA,NA,NA,NA,NA,2,2,NA,32,1,2,2,NA,3,1,3,25
"1278",1,1,NA,NA,NA,NA,3,3,4,0,3,4,3,NA,4,6,NA,29
"1279",0,1,NA,NA,NA,NA,2,2,3,0,1,4,3,NA,1,NA,NA,44
"1280",0,NA,3,2,2,NA,2,2,1,NA,2,3,2,NA,2,1,4,21
"1281",1,NA,4,4,2,NA,3,2,4,52,2,3,3,11,2,1,NA,49
"1282",1,NA,2,1,3,1,2,2,4,52,1,2,1,12,4,4,NA,51
"1283",1,NA,NA,NA,NA,1,2,2,NA,4,1,2,2,NA,1,0,NA,66
"1284",1,NA,1,2,2,NA,2,2,2,49,1,1,1,9,3,5,4,37
"1285",0,3,NA,NA,NA,1,3,2,4,0,NA,NA,3,NA,3,3,NA,46
"1286",1,NA,NA,NA,NA,1,3,2,3,30,2,2,3,10,4,NA,NA,50
"1287",1,3,NA,NA,NA,NA,2,3,1,52,1,3,2,12,3,6,6,40
"1288",1,1,3,3,3,1,2,2,2,52,1,1,2,11,1,5,NA,26
"1289",1,NA,NA,NA,NA,NA,1,3,2,0,2,2,2,NA,3,3,4,83
"1290",4,3,NA,NA,NA,NA,1,3,NA,0,1,4,1,NA,3,0,NA,78
"1291",0,NA,NA,NA,NA,1,2,2,2,52,2,2,1,NA,1,5,NA,50
"1292",1,NA,NA,NA,NA,1,2,2,NA,36,2,2,2,NA,4,1,NA,31
"1293",3,NA,4,3,1,1,3,2,2,24,NA,NA,2,4,1,NA,6,63
"1294",1,NA,3,2,3,2,1,3,1,52,1,1,1,NA,3,3,NA,75
"1295",0,NA,NA,NA,NA,1,2,2,2,0,NA,NA,3,NA,1,2,NA,34
"1296",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,2,NA,73
"1297",4,NA,1,1,2,NA,1,3,2,52,2,2,2,12,3,3,5,52
"1298",1,NA,NA,NA,NA,NA,1,2,NA,0,1,1,1,NA,3,0,3,79
"1299",3,1,2,2,1,1,2,3,1,52,NA,NA,2,12,4,3,2,55
"1300",4,NA,NA,NA,NA,NA,2,3,NA,26,1,1,2,3,3,3,NA,24
"1301",3,NA,NA,NA,NA,NA,2,3,NA,10,1,2,3,NA,5,4,6,71
"1302",3,4,2,3,3,2,2,3,2,52,NA,NA,2,12,3,4,6,43
"1303",3,NA,3,3,1,2,1,3,1,52,NA,NA,1,12,3,0,6,53
"1304",3,NA,NA,NA,NA,NA,1,3,NA,0,2,2,2,NA,4,0,NA,81
"1305",0,NA,NA,NA,NA,2,3,3,NA,0,NA,NA,2,NA,2,NA,6,89
"1306",1,3,NA,NA,NA,2,2,2,2,52,NA,NA,2,12,2,4,4,34
"1307",4,NA,NA,NA,NA,1,3,3,NA,52,2,3,2,NA,4,2,NA,31
"1308",1,3,NA,NA,NA,2,2,3,NA,45,2,2,2,3,3,0,NA,20
"1309",4,NA,3,2,2,1,2,3,2,52,NA,NA,2,12,4,3,5,36
"1310",1,5,NA,NA,NA,1,3,2,1,10,1,1,2,1,4,5,NA,33
"1311",3,2,4,2,2,2,1,2,1,52,NA,NA,1,12,3,2,6,29
"1312",4,4,NA,NA,NA,2,2,3,1,52,2,1,1,12,3,2,NA,47
"1313",3,4,4,4,3,NA,3,2,2,52,1,1,1,12,1,4,2,26
"1314",2,NA,2,2,4,2,1,3,1,52,NA,NA,2,12,2,3,4,50
"1315",3,4,NA,NA,NA,2,1,3,1,36,1,1,1,12,3,4,NA,47
"1316",3,NA,4,3,2,2,1,3,2,21,2,3,1,NA,4,4,NA,47
"1317",2,NA,3,4,2,NA,3,2,2,52,2,1,1,12,4,4,3,35
"1318",3,3,4,2,2,2,1,3,1,52,2,2,1,12,4,5,NA,58
"1319",3,3,NA,NA,NA,NA,1,3,1,52,2,1,2,12,3,0,5,51
"1320",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,3,NA,NA,NA
"1321",1,NA,3,3,2,2,1,3,1,40,2,2,2,9,3,0,NA,62
"1322",3,NA,NA,NA,NA,2,1,3,NA,1,2,4,2,NA,2,1,NA,61
"1323",4,4,NA,NA,NA,2,1,3,1,52,1,2,1,12,4,3,NA,40
"1324",1,3,NA,NA,NA,NA,1,3,NA,0,1,1,2,NA,3,0,4,61
"1325",1,2,4,3,2,2,1,3,1,12,NA,NA,2,2,2,0,NA,76
"1326",4,NA,2,2,2,1,2,3,1,49,NA,NA,3,12,2,1,5,63
"1327",3,NA,5,1,2,NA,1,3,1,50,2,1,2,5,3,0,3,62
"1328",3,5,NA,NA,NA,2,2,3,1,52,NA,NA,1,12,2,5,6,47
"1329",4,3,3,3,2,NA,1,3,1,52,1,1,1,12,3,5,4,32
"1330",0,1,NA,NA,NA,1,2,2,4,0,2,3,1,NA,1,0,NA,60
"1331",1,3,3,3,1,1,1,2,1,52,NA,NA,1,NA,3,NA,2,23
"1332",1,4,3,2,2,NA,2,3,1,52,1,2,2,12,4,5,NA,36
"1333",1,2,NA,NA,NA,1,1,3,2,1,NA,NA,2,1,3,0,NA,22
"1334",1,NA,2,2,3,NA,1,3,4,24,2,1,2,NA,3,0,NA,20
"1335",1,NA,NA,NA,NA,1,2,2,2,0,2,2,2,NA,4,5,NA,23
"1336",1,NA,2,2,2,1,3,2,2,52,NA,NA,1,12,NA,NA,3,41
"1337",1,NA,3,3,1,1,3,2,2,52,1,1,2,9,2,0,NA,29
"1338",3,2,NA,NA,NA,NA,3,2,2,45,1,2,2,10,3,5,3,32
"1339",4,5,2,1,2,1,2,3,1,35,NA,NA,2,9,4,0,6,37
"1340",1,NA,NA,NA,NA,NA,3,2,1,0,2,4,2,NA,3,3,NA,54
"1341",1,NA,3,1,2,1,3,3,2,45,NA,NA,2,2,2,6,4,29
"1342",2,NA,NA,NA,NA,1,3,1,NA,52,1,2,1,8,3,0,NA,43
"1343",3,3,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,3,0,NA,76
"1344",1,NA,3,2,2,2,1,3,1,52,NA,NA,2,12,3,4,6,41
"1345",3,NA,3,2,2,2,2,3,1,34,NA,NA,1,12,3,4,NA,53
"1346",3,4,NA,NA,NA,NA,1,3,2,52,1,3,2,12,4,4,NA,31
"1347",1,NA,2,2,1,1,2,3,1,52,NA,NA,2,12,4,5,6,35
"1348",1,5,3,4,2,NA,1,3,2,52,1,1,1,12,4,4,6,36
"1349",3,NA,NA,NA,NA,2,1,3,1,0,2,1,1,NA,4,4,NA,42
"1350",3,NA,2,3,3,NA,2,4,3,52,2,2,2,12,3,3,NA,60
"1351",1,1,NA,NA,NA,2,2,2,NA,0,NA,NA,3,NA,2,0,NA,78
"1352",1,4,NA,NA,NA,2,1,1,NA,0,1,1,1,NA,2,0,NA,72
"1353",1,4,3,2,2,2,1,3,1,52,NA,NA,1,12,2,4,NA,41
"1354",1,NA,4,3,2,1,2,2,3,52,2,2,2,12,4,5,NA,49
"1355",0,1,NA,NA,NA,1,3,3,NA,8,NA,NA,3,NA,2,1,NA,26
"1356",3,4,NA,NA,NA,1,3,3,1,49,NA,NA,2,12,4,0,NA,61
"1357",1,NA,1,2,3,2,3,2,1,52,1,2,1,12,3,4,NA,33
"1358",1,1,NA,NA,NA,NA,1,3,NA,0,1,1,2,NA,3,0,NA,89
"1359",3,4,1,1,4,2,3,2,2,52,NA,NA,2,11,3,3,6,34
"1360",1,2,NA,NA,NA,2,3,2,1,26,NA,NA,2,9,4,0,NA,65
"1361",0,2,NA,NA,NA,2,2,1,1,32,NA,NA,1,12,3,4,3,37
"1362",0,5,3,1,2,1,2,3,1,42,2,3,2,12,4,4,NA,44
"1363",1,2,NA,NA,NA,1,3,2,2,0,NA,NA,2,NA,3,5,6,29
"1364",1,1,4,3,2,NA,2,3,2,0,1,1,1,NA,1,4,NA,74
"1365",1,NA,2,2,4,1,3,2,2,52,2,3,2,12,3,2,NA,49
"1366",0,NA,4,4,2,2,2,2,2,52,NA,NA,2,9,1,2,6,38
"1367",1,3,NA,NA,NA,2,1,2,1,52,1,1,3,10,5,0,NA,53
"1368",1,2,NA,NA,NA,2,1,3,NA,0,1,2,3,NA,1,0,NA,69
"1369",0,NA,NA,NA,NA,1,2,1,NA,0,3,2,3,NA,2,NA,NA,19
"1370",1,1,NA,NA,NA,NA,2,3,NA,0,2,2,2,NA,3,0,6,78
"1371",4,NA,3,2,3,NA,1,3,1,52,1,1,1,NA,3,0,6,55
"1372",1,2,NA,NA,NA,NA,2,3,2,0,2,3,1,NA,3,5,6,43
"1373",3,3,3,3,2,2,2,3,1,30,NA,NA,2,11,4,3,5,34
"1374",3,NA,5,1,2,1,1,3,2,5,NA,NA,2,8,3,1,5,44
"1375",3,NA,3,2,2,1,2,3,3,52,NA,NA,2,12,3,0,2,35
"1376",1,1,5,3,1,2,1,3,1,35,NA,NA,1,9,1,2,NA,75
"1377",1,NA,3,2,2,1,3,1,3,36,2,3,1,6,4,4,NA,47
"1378",1,2,4,2,1,2,1,3,2,52,1,1,1,10,3,5,NA,40
"1379",0,NA,4,2,2,2,3,2,1,52,2,3,3,12,3,3,NA,58
"1380",4,2,NA,NA,NA,2,2,3,NA,0,1,4,2,NA,3,1,NA,53
"1381",1,3,NA,NA,NA,1,2,3,2,21,1,1,3,2,2,2,NA,19
"1382",1,4,3,4,1,NA,2,2,1,50,1,2,1,NA,3,4,5,53
"1383",3,NA,3,2,2,NA,1,3,1,52,1,2,1,12,3,5,3,33
"1384",1,NA,NA,NA,NA,2,1,3,NA,36,NA,NA,2,12,4,2,4,57
"1385",2,NA,2,3,2,NA,3,2,2,52,1,3,2,10,5,0,NA,26
"1386",1,3,NA,NA,NA,2,3,3,1,52,1,2,2,12,4,2,NA,39
"1387",0,2,4,2,2,2,3,2,2,52,1,2,3,12,3,3,NA,52
"1388",1,NA,NA,NA,NA,1,3,1,NA,0,NA,NA,2,NA,4,0,NA,56
"1389",0,NA,NA,NA,NA,2,3,1,NA,0,NA,NA,2,NA,2,0,NA,55
"1390",1,2,NA,NA,NA,NA,2,1,NA,3,2,3,2,NA,2,0,NA,50
"1391",2,NA,NA,NA,NA,2,3,1,NA,0,2,4,3,NA,3,0,NA,53
"1392",4,NA,3,3,2,1,3,2,3,52,1,1,2,10,3,4,NA,45
"1393",2,2,NA,NA,NA,NA,3,3,3,52,2,1,2,12,4,4,3,67
"1394",0,1,3,3,1,NA,2,2,1,52,2,2,2,12,3,NA,NA,71
"1395",1,2,NA,NA,NA,2,3,2,NA,50,2,2,3,12,3,1,NA,44
"1396",4,NA,3,3,2,2,3,2,1,52,2,2,3,12,3,3,NA,37
"1397",1,NA,2,2,2,1,3,2,2,52,2,1,2,12,2,3,NA,27
"1398",4,NA,3,2,2,2,2,3,1,52,1,2,1,12,4,2,NA,58
"1399",4,2,NA,NA,NA,2,2,3,NA,10,2,2,2,12,3,3,NA,66
"1400",2,NA,NA,NA,NA,2,2,3,NA,48,1,2,3,12,2,2,NA,61
"1401",1,2,NA,NA,NA,2,3,2,2,0,NA,NA,3,NA,3,0,4,60
"1402",1,3,NA,NA,NA,1,3,2,NA,25,1,2,2,NA,1,0,NA,25
"1403",1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,2,NA,1,0,3,56
"1404",1,1,NA,NA,NA,NA,3,3,4,40,2,4,3,12,4,0,4,57
"1405",4,3,NA,NA,NA,NA,2,3,2,40,2,2,2,9,3,4,3,42
"1406",4,5,3,2,2,NA,2,3,1,42,2,2,2,12,1,0,NA,64
"1407",2,NA,NA,NA,NA,1,1,3,NA,0,NA,NA,1,NA,2,0,6,65
"1408",1,1,NA,NA,NA,2,3,1,NA,0,NA,NA,3,NA,3,1,5,63
"1409",1,1,NA,NA,NA,2,2,3,NA,0,2,3,3,NA,3,6,NA,46
"1410",3,NA,3,2,2,2,1,2,2,52,NA,NA,2,12,3,0,4,33
"1411",3,2,NA,NA,NA,2,3,2,2,52,NA,NA,2,12,4,3,4,32
"1412",2,NA,2,1,2,2,2,2,1,52,2,1,2,12,3,0,NA,60
"1413",1,2,5,4,2,2,3,2,1,50,NA,NA,1,NA,2,3,NA,55
"1414",3,NA,NA,NA,NA,NA,2,2,1,0,2,4,3,NA,4,2,6,33
"1415",1,4,3,2,2,1,2,2,1,36,2,3,2,4,3,1,NA,46
"1416",0,NA,3,4,3,NA,2,2,2,40,2,3,2,9,2,2,5,25
"1417",2,NA,NA,NA,NA,2,2,NA,NA,52,1,2,2,12,3,3,NA,37
"1418",3,4,3,4,2,1,2,3,2,52,1,1,2,12,3,4,NA,36
"1419",4,NA,2,3,2,1,1,3,2,50,NA,NA,2,12,4,2,3,39
"1420",4,2,NA,NA,NA,2,1,2,NA,0,1,2,2,NA,2,0,NA,27
"1421",2,2,NA,NA,NA,2,3,NA,3,52,2,3,NA,NA,2,4,NA,29
"1422",3,2,3,3,2,NA,3,3,1,50,1,1,1,10,3,5,5,25
"1423",1,NA,3,2,2,1,3,2,2,NA,2,4,2,2,3,1,NA,28
"1424",4,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,1,NA,3,3,4,78
"1425",1,2,NA,NA,NA,NA,2,3,1,0,1,2,1,NA,3,5,6,39
"1426",3,NA,2,1,2,NA,2,2,1,49,2,2,2,12,3,0,4,33
"1427",1,1,NA,NA,NA,NA,1,3,NA,0,1,2,1,NA,4,4,4,67
"1428",1,NA,NA,NA,NA,2,1,3,NA,46,1,2,2,12,4,0,NA,71
"1429",3,NA,2,2,2,2,2,3,2,52,1,2,2,12,4,1,NA,58
"1430",3,NA,3,2,2,1,2,3,1,52,NA,NA,2,11,3,1,5,34
"1431",4,NA,2,1,2,NA,1,4,2,52,1,2,2,12,3,1,6,59
"1432",4,NA,NA,NA,NA,NA,2,3,NA,0,1,2,1,NA,2,0,NA,70
"1433",1,NA,NA,NA,NA,NA,2,2,NA,2,1,3,1,NA,3,0,NA,67
"1434",1,1,NA,NA,NA,2,2,1,NA,0,1,4,1,NA,2,1,NA,50
"1435",3,NA,NA,NA,NA,NA,1,2,NA,0,1,1,1,NA,2,0,5,67
"1436",1,NA,NA,NA,NA,1,2,2,2,0,2,3,2,NA,2,5,NA,35
"1437",1,4,NA,NA,NA,1,3,3,3,52,NA,NA,2,12,3,4,4,37
"1438",1,4,NA,NA,NA,2,2,NA,NA,0,1,2,1,NA,1,NA,NA,67
"1439",1,1,NA,NA,NA,NA,2,3,NA,0,2,2,2,NA,2,0,NA,73
"1440",1,3,3,2,2,1,2,2,1,52,NA,NA,2,12,2,5,5,27
"1441",0,NA,NA,NA,NA,NA,3,2,NA,0,3,3,3,NA,2,NA,5,78
"1442",1,NA,3,4,2,1,2,2,2,8,NA,NA,2,2,2,5,NA,20
"1443",1,4,1,1,3,NA,2,2,2,52,2,2,1,11,4,2,4,34
"1444",0,2,NA,NA,NA,2,3,3,NA,0,NA,NA,2,NA,3,0,NA,80
"1445",0,NA,NA,NA,NA,2,3,2,NA,0,2,3,3,NA,4,1,NA,56
"1446",0,2,NA,NA,NA,2,3,1,NA,0,NA,NA,3,NA,3,4,NA,67
"1447",0,NA,3,4,1,2,1,2,2,52,NA,NA,2,11,2,NA,6,22
"1448",1,NA,4,2,2,1,3,2,3,52,2,2,3,7,3,2,NA,23
"1449",0,NA,1,1,3,1,3,2,4,52,NA,NA,2,12,3,6,3,31
"1450",1,NA,NA,NA,NA,2,2,3,NA,0,2,1,2,NA,3,0,NA,70
"1451",3,NA,NA,NA,NA,2,1,3,1,0,1,2,2,NA,4,0,NA,55
"1452",4,NA,4,3,2,1,2,2,1,47,1,2,1,12,4,0,NA,32
"1453",4,NA,3,2,2,2,2,2,1,52,1,2,1,12,5,5,NA,56
"1454",3,NA,4,4,2,2,1,2,1,52,NA,NA,1,NA,4,3,4,34
"1455",4,NA,3,4,3,2,1,3,1,45,NA,NA,2,NA,4,4,3,45
"1456",1,1,5,1,3,2,3,2,1,30,2,4,2,NA,3,NA,NA,60
"1457",1,NA,1,4,3,1,2,2,1,45,NA,NA,1,12,3,3,2,39
"1458",1,3,NA,NA,NA,NA,3,2,NA,0,2,2,1,NA,2,NA,NA,80
"1459",2,NA,4,3,3,1,2,2,2,52,NA,NA,2,12,3,1,3,28
"1460",4,5,2,3,3,2,3,3,1,42,NA,NA,2,12,2,4,NA,41
"1461",1,4,3,3,1,1,3,2,1,40,2,3,2,9,3,1,NA,30
"1462",0,NA,NA,NA,NA,2,1,2,NA,0,NA,NA,2,NA,1,NA,NA,79
"1463",2,NA,3,1,2,NA,2,2,1,52,1,1,2,12,1,5,6,43
"1464",1,NA,3,4,2,2,2,1,1,52,NA,NA,1,10,3,0,5,46
"1465",1,NA,1,1,3,NA,2,2,2,52,2,2,2,11,3,2,NA,51
"1466",0,5,NA,NA,NA,NA,3,3,NA,0,1,3,3,NA,2,0,NA,59
"1467",1,1,NA,NA,NA,1,3,1,1,0,NA,NA,3,NA,3,3,NA,39
"1468",3,2,NA,NA,NA,1,3,1,NA,0,NA,NA,3,NA,3,1,NA,51
"1469",1,2,NA,NA,NA,2,1,3,NA,0,1,1,2,9,3,1,NA,66
"1470",3,NA,NA,NA,NA,1,3,3,NA,52,1,2,2,12,4,3,NA,32
"1471",1,2,NA,NA,NA,NA,2,2,2,52,2,2,2,12,3,1,5,55
"1472",3,5,NA,NA,NA,2,1,2,1,52,1,3,1,12,4,3,NA,62
"1473",0,3,NA,NA,NA,NA,2,2,NA,8,2,3,2,NA,3,5,NA,19
"1474",0,NA,NA,NA,NA,2,1,2,NA,0,3,4,2,NA,2,NA,NA,75
"1475",1,NA,3,3,2,1,2,2,1,0,NA,NA,1,NA,3,0,NA,19
"1476",1,3,5,4,1,NA,1,3,1,50,1,2,1,10,1,5,NA,50
"1477",3,NA,3,4,2,NA,2,3,2,50,2,2,2,NA,4,NA,5,37
"1478",1,NA,2,1,3,NA,2,3,1,30,1,3,1,12,4,5,5,43
"1479",3,1,NA,NA,NA,NA,3,2,4,52,3,1,3,9,2,0,NA,26
"1480",1,NA,3,2,1,1,2,3,2,52,2,1,2,4,3,5,NA,19
"1481",1,NA,NA,NA,NA,NA,3,1,NA,0,2,4,2,NA,1,1,6,43
"1482",1,1,NA,NA,NA,NA,1,3,NA,0,2,3,3,NA,3,0,NA,74
"1483",1,4,NA,NA,NA,2,1,3,3,52,2,2,2,12,2,3,NA,60
"1484",3,NA,3,4,2,2,2,3,1,52,1,1,2,12,3,4,NA,49
"1485",1,2,NA,NA,NA,1,2,2,NA,0,2,2,2,NA,3,4,NA,41
"1486",1,4,NA,NA,NA,2,3,2,2,52,NA,NA,2,12,3,4,4,39
"1487",1,1,NA,NA,NA,2,1,3,3,0,NA,NA,3,NA,3,3,NA,59
"1488",1,3,NA,NA,NA,2,3,1,NA,0,NA,NA,2,NA,3,0,NA,77
"1489",0,NA,1,3,4,NA,3,1,1,30,2,2,2,NA,3,0,NA,33
"1490",1,NA,NA,NA,NA,1,2,2,1,3,NA,NA,1,4,3,3,4,51
"1491",1,1,NA,NA,NA,2,3,1,NA,0,3,4,NA,NA,NA,0,NA,73
"1492",1,2,5,2,3,1,3,2,2,0,3,3,2,NA,4,6,NA,34
"1493",3,NA,3,1,3,1,3,2,3,52,1,3,3,8,3,3,NA,37
"1494",0,1,1,1,2,1,3,1,2,52,NA,NA,3,11,1,3,NA,59
"1495",1,NA,4,3,2,1,2,2,1,52,NA,NA,2,12,2,3,NA,55
"1496",2,1,NA,NA,NA,NA,2,2,NA,0,2,2,2,NA,3,0,NA,72
"1497",4,2,3,3,1,2,2,3,1,48,NA,NA,1,12,3,3,5,50
"1498",2,NA,4,1,2,1,2,3,1,52,NA,NA,1,12,3,NA,6,60
"1499",0,NA,4,1,1,2,3,2,2,20,NA,NA,3,4,4,5,2,41
"1500",0,NA,5,4,2,2,1,3,3,50,NA,NA,1,9,3,2,5,73
"1501",4,NA,3,4,1,2,2,2,1,52,NA,NA,1,12,3,4,6,45
"1502",1,NA,3,3,2,1,2,2,2,52,2,2,2,12,3,0,NA,53
"1503",1,1,NA,NA,NA,1,1,2,3,52,2,1,2,3,3,6,NA,33
"1504",0,NA,NA,NA,NA,NA,3,1,NA,0,2,3,3,NA,3,NA,NA,57
"1505",1,2,NA,NA,NA,2,1,2,1,40,2,2,2,9,2,3,NA,66
"1506",1,NA,3,2,2,1,3,2,1,52,NA,NA,2,12,4,3,3,46
"1507",1,NA,3,1,3,1,1,3,1,36,2,2,2,5,2,3,NA,52
"1508",4,NA,3,4,2,2,1,2,1,52,1,2,2,12,2,0,NA,60
"1509",1,NA,2,2,2,1,2,2,2,52,2,2,2,10,4,5,NA,27
"1510",0,1,NA,NA,NA,2,1,3,1,52,NA,NA,1,NA,3,5,1,68
"1511",1,2,NA,NA,NA,2,1,3,NA,0,1,2,1,NA,5,4,NA,62
"1512",1,NA,3,2,2,NA,1,2,2,52,2,2,1,12,3,3,NA,65
"1513",1,NA,2,3,3,1,3,1,2,0,NA,NA,3,NA,3,NA,NA,68
"1514",3,3,NA,NA,NA,NA,2,3,1,52,1,1,1,12,3,1,5,41
"1515",1,3,3,4,2,NA,1,3,3,48,2,3,1,3,2,2,NA,63
"1516",3,5,NA,NA,NA,NA,2,3,2,52,2,2,2,12,3,4,5,33
"1517",1,NA,2,2,2,NA,1,4,3,52,1,1,3,5,1,1,NA,21
"1518",1,NA,NA,NA,NA,2,3,3,1,0,NA,NA,2,NA,3,0,NA,83
"1519",3,NA,2,1,2,1,3,3,3,52,2,1,2,12,2,3,NA,47
"1520",0,2,4,4,2,NA,3,1,2,36,2,1,1,10,2,2,6,36
"1521",1,2,NA,NA,NA,2,2,2,NA,0,NA,NA,2,NA,3,NA,NA,67
"1522",3,1,NA,NA,NA,2,2,3,NA,0,NA,NA,2,NA,4,0,6,81
"1523",1,NA,3,1,2,1,2,3,2,0,NA,NA,2,1,3,1,3,26
"1524",1,2,NA,NA,NA,1,2,2,2,0,2,3,1,NA,3,3,NA,49
"1525",1,NA,NA,NA,NA,1,3,2,NA,52,NA,NA,2,6,3,0,NA,20
"1526",1,NA,4,3,2,1,1,2,2,51,NA,NA,3,NA,3,NA,6,24
"1527",1,2,NA,NA,NA,2,1,3,1,52,NA,NA,2,NA,3,NA,5,55
"1528",1,NA,3,1,2,1,2,2,2,52,NA,NA,1,10,2,4,4,28
"1529",1,NA,NA,NA,NA,2,1,3,NA,0,NA,NA,2,NA,2,0,NA,78
"1530",3,3,NA,NA,NA,NA,2,3,NA,52,1,2,2,11,3,0,NA,83
"1531",3,NA,3,2,2,2,1,NA,2,50,NA,NA,2,12,4,3,NA,37
"1532",1,NA,NA,NA,NA,2,1,4,NA,0,2,2,1,NA,4,6,NA,NA
"1533",3,3,NA,NA,NA,NA,1,3,NA,15,1,1,2,5,4,5,2,22
"1534",3,2,NA,NA,NA,NA,2,2,NA,0,1,2,1,NA,2,1,NA,55
"1535",4,NA,NA,NA,NA,2,2,3,NA,52,NA,NA,1,12,5,5,3,30
"1536",1,2,3,2,2,NA,3,1,2,24,3,2,3,3,2,0,NA,46
"1537",3,NA,3,1,2,NA,2,3,2,52,2,1,NA,NA,2,2,4,45
"1538",1,4,4,3,2,NA,1,2,1,52,2,2,1,12,1,3,NA,57
"1539",1,NA,NA,NA,NA,NA,2,3,NA,0,2,2,2,NA,2,0,6,63
"1540",1,NA,NA,NA,NA,1,3,1,NA,0,2,4,2,NA,5,NA,NA,59
"1541",0,4,2,2,2,NA,2,2,1,52,2,3,2,NA,2,2,NA,27
"1542",1,NA,NA,NA,NA,2,2,2,NA,0,2,3,2,NA,3,0,NA,64
"1543",1,2,4,4,2,NA,3,2,1,52,2,2,2,11,3,0,NA,31
"1544",4,4,2,3,2,1,1,3,2,52,1,2,3,12,3,3,NA,40
"1545",4,NA,2,3,2,2,2,3,2,41,NA,NA,2,12,3,4,NA,36
"1546",1,4,NA,NA,NA,1,2,3,1,51,NA,NA,2,12,3,5,5,51
"1547",1,NA,NA,NA,NA,NA,3,1,2,0,3,4,3,NA,4,1,NA,46
"1548",1,NA,4,4,2,1,2,2,2,52,NA,NA,1,12,1,4,NA,57
"1549",3,4,2,2,3,2,3,3,2,45,NA,NA,2,12,3,2,NA,35
"1550",1,NA,2,2,3,1,2,2,4,40,NA,NA,2,11,3,5,NA,37
"1551",1,2,4,2,2,2,2,2,1,52,1,2,1,9,2,0,NA,62
"1552",0,NA,NA,NA,NA,NA,3,1,1,0,2,4,2,NA,3,NA,NA,89
"1553",1,NA,NA,NA,NA,2,2,3,NA,52,2,2,1,8,3,NA,NA,21
"1554",1,NA,NA,NA,NA,2,3,2,NA,3,2,3,3,NA,2,NA,NA,66
"1555",1,NA,3,4,2,2,2,2,2,52,1,1,3,12,3,4,NA,52
"1556",1,NA,NA,NA,NA,2,3,3,NA,0,NA,NA,3,NA,3,0,NA,65
"1557",1,NA,5,2,1,NA,1,2,1,30,2,2,2,5,4,6,NA,49
"1558",2,NA,4,1,2,2,1,3,1,52,NA,NA,1,12,3,5,5,57
"1559",2,NA,3,4,2,2,1,3,1,52,NA,NA,1,12,4,4,NA,54
"1560",4,5,2,1,1,NA,1,3,1,50,1,1,1,12,4,3,4,37
"1561",1,NA,4,4,2,NA,2,3,1,24,2,2,1,9,3,6,NA,39
"1562",2,NA,4,3,2,NA,1,3,1,52,2,2,2,NA,3,0,NA,58
"1563",1,NA,NA,NA,NA,NA,2,2,NA,0,2,3,2,NA,3,NA,NA,86
"1564",1,NA,NA,NA,NA,2,2,2,NA,0,2,4,3,NA,5,0,NA,77
"1565",1,NA,3,2,2,NA,2,2,1,52,2,3,2,10,3,3,NA,49
"1566",1,NA,3,2,2,2,1,3,1,52,NA,NA,2,12,2,0,NA,67
"1567",1,2,NA,NA,NA,NA,3,3,NA,0,2,3,2,NA,3,2,5,58
"1568",1,NA,NA,NA,NA,2,1,2,NA,40,1,1,1,NA,2,0,NA,60
"1569",1,2,NA,NA,NA,NA,3,2,1,0,2,2,3,NA,2,1,NA,56
"1570",1,1,2,1,3,2,2,3,4,52,NA,NA,2,11,2,1,6,44
"1571",1,1,NA,NA,NA,2,3,2,NA,0,NA,NA,1,NA,2,NA,NA,71
"1572",3,2,NA,NA,NA,2,2,2,NA,0,1,2,1,NA,2,3,NA,86
"1573",2,2,NA,NA,NA,1,2,2,2,52,2,2,2,12,3,0,NA,32
"1574",0,3,NA,NA,NA,NA,1,4,NA,0,1,2,1,NA,2,2,NA,61
"1575",0,2,NA,NA,NA,NA,1,3,NA,0,1,1,2,NA,3,0,NA,19
"1576",1,NA,5,4,2,1,2,1,1,52,NA,NA,1,NA,3,NA,NA,38
"1577",1,1,1,1,4,1,3,2,4,0,2,3,2,2,1,NA,NA,25
"1578",1,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,19
"1579",0,3,NA,NA,NA,NA,1,3,NA,0,1,2,3,NA,2,3,NA,69
"1580",1,NA,3,4,3,1,2,2,2,36,2,2,1,NA,2,5,NA,57
